date,result ranking,general classification,race name,distance,PCS point,UCI point,year
25.06,10,,National Championships Malaysia - Road Race (NC) ,165.2,,1,2022
30.12,1,,National Championships Malaysia - Road Race (NC),180.6,15,50,2021
01.12 » 06.12,,,The Princess Maha Chakri Sirindhorn's Cup Tour of Thailand (2.1),,,,2021
,15,,Points classification,,,,2021
,46,,General classification,,,,2021
06.12,65,,Stage 6 - Satun › Hat Yai Park,159.4,,,2021
05.12,16,20,Stage 5 - Trang › Satun,156.6,,,2021
04.12,55,19,Stage 4 - Trang › Trang,143.7,,,2021
03.12,17,18,Stage 3 - Phatthalung › Trang,146.0,,,2021
02.12,3,5,Stage 2 - Phatthalung › Phatthalung,228.0,7,3,2021
01.12,16,16,Stage 1 - Hat Yai Park › Phatthalung,145.0,,,2021
20.09,1,,National Championships Malaysia U23 - ITT (NC),,,25,2020
19.09,8,,National Championships Malaysia U23 - Road Race (NC),,,3,2020
04.01 » 06.01,,,Cambodia Bay Cycling Tour (2.2),,,,2020
,18,,Youth classification,,,,2020
,46,,General classification,,,,2020
06.01,54,,Stage 3 - Bokor › Kep,142.3,,,2020
05.01,41,47,Stage 2 - Botum Sakor › Bokor Hill,166.8,,,2020
04.01,60,60,Stage 1 - Daras Sakor › Koh Hong,145.5,,,2020
18.12 » 22.12,,,Tour de Selangor (2.2),,,,2019
,13,,Youth classification,,,,2019
,34,,Points classification,,,,2019
,42,,General classification,,,,2019
22.12,60,,Stage 5 - Klang › Shah Alam,87.7,,,2019
21.12,77,43,Stage 4 -  Selayang › Sungai Besar,144.6,,,2019
20.12,80,41,Stage 3 - Cyberjaya › Bukit Jugra,90.1,,,2019
19.12,39,34,Stage 2 - Sungai Buloh › Kajang,159.4,,,2019
18.12,24,24,Stage 1 - Pulau Indah › Batang Kali,176.9,,,2019
08.11 » 10.11,,,Tour of Quanzhou Bay (2.2),,,,2019
,27,,General classification,,,,2019
10.11,61,,Stage 3 - Yongchun › Beixi,112.6,,,2019
09.11,27,23,Stage 2 - Shishi › Fengze,108.5,,,2019
08.11,23,23,Stage 1 - Jinjiang › Quanzhou,101.4,,,2019
20.10,DNF,,Japan Cup Cycle Road Race (1.HC),144.2,,,2019
09.10 » 15.10,,,Tour of Taihu Lake (2.1),,,,2019
,18,,Youth classification,,,,2019
,29,,Points classification,,,,2019
,76,,General classification,,,,2019
15.10,37,,Stage 6 - Jinhu › Jinhu,73.6,,,2019
14.10,75,76,Stage 5 - Jurong › Jurong,121.8,,,2019
13.10,38,23,Stage 4 - Suzhou › Suzhou,116.0,,,2019
12.10,45,19,Stage 3 - Huzhou › Changxing,117.0,,,2019
11.10,21,21,Stage 2 - Hufuzhen › Hufuzhen,101.0,,,2019
10.10,9,21,Stage 1 - Wuxi  › Wuxi ,88.8,,,2019
09.10,18,18,Prologue - Wuxi  › Wuxi ,5.5,,,2019
25.09 » 28.09,,,International Tour de Banyuwangi Ijen (2.2),,,,2019
,73,,General classification,,,,2019
28.09,75,,Stage 4 - Purwohardo › Ijen,129.9,,,2019
27.09,66,68,Stage 3 - Banyuwangi › Banyuwangi,109.3,,,2019
26.09,79,70,Stage 2 - Tegaldlimo › Banyuwangi,148.2,,,2019
25.09,21,21,Stage 1 - Genteng › Banyuwangi,133.2,,,2019
07.09 » 14.09,,,Tour of China I (2.1),,,,2019
14.09,41,,Stage 6 - Ningyuan › Jiuyi Mountain National Forest Park,131.8,,,2019
12.09,44,88,Stage 5 - Nanxian › Nanxian,116.0,,,2019
11.09,93,90,Stage 4 - Zhijiang › Zhijiang,156.5,,,2019
10.09,109,95,Stage 3 - Huangshi › Huangshi,138.6,,,2019
08.09,69,68,Stage 2 (ITT) - Chengde Yongqian › Chengde Yongqian,7.8,,,2019
07.09,26,26,Stage 1 - Yodaokou Culture Square  › Yodaokou Culture Square ,96.0,,,2019
29.06,47,,National Championships Malaysia - Road Race (NC),163.0,,,2019
14.06 » 18.06,,,Le Tour de Filipinas (2.2),,,,2019
18.06,DNF,,Stage 5 - Legazpi › Legazpi,138.1,,,2019
17.06,8,31,Stage 4 - Legazpi › Legazpi,176.0,,,2019
16.06,14,31,Stage 3 - Daet › Legazpi,183.7,,,2019
15.06,8,32,Stage 2 - Pagbilao › Daet,194.9,,,2019
14.06,34,34,Stage 1 - Tagaytay › Tagaytay,129.5,,,2019
22.03 » 24.03,,,Tour de Tochigi (2.2),,,,2019
,9,,Youth classification,,,,2019
,47,,General classification,,,,2019
24.03,43,,Stage 3 - Nasukarasuyama › Nasukarasuyama,150.0,,,2019
23.03,16,45,Stage 2 - Yaita › Yaita,119.0,,,2019
22.03,58,58,Prologue - Mooka › Mooka,3.0,,,2019
17.10 » 21.10,,,Tour de Selangor (2.2),,,,2017
,41,,General classification,,,,2017
21.10,60,,Stage 5 - Shah Alam › Shah Alam,112.2,,,2017
20.10,32,31,Stage 4 - Shah Alam › Kuala Kubu Bharu,84.0,,,2017
19.10,29,37,Stage 3 - Shah Alam › Pandan Indah,110.0,,,2017
18.10,11,39,Stage 2 - Shah Alam › Dengkil,138.2,,,2017
17.10,45,45,Stage 1 - Petaling Jaya › Kuala Selangor,114.0,,,2017
